date,stock_future_short_trend_pnl,stock_future_after_day_stat_pnl,commodity_future_mid_trend_pnl,commodity_future_term_structure_pnl,volatility_option_pricing_pnl,commodity_future_pair_trend_trading_pnl,commodity_future_short_trend_pnl,commodity_future_long_trend_pnl,commodity_future_industry_regression_pnl,commodity_future_production_willingness_pnl,commodity_future_inventory_cross_section_pnl
2016-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.00040004,1.0006401024000002,1.0005000625000002,1.0003000225000005,1.0005600784000002
2016-01-05,0.9931287795605592,1.0,1.000225,1.0,1.001660263578643,1.0,0.9983584430184006,1.0009603072327684,1.0007501875156253,0.996743858812639,0.9979048457382572
2016-01-06,1.0038920443940529,1.00158075,1.0003080378828806,1.0008802720936338,1.02135598761877,1.0019737774860518,0.9994579966896852,1.002103985460148,1.0010003750625045,0.9953976850903784,0.9979382302062872
2016-01-07,1.0038920443940529,1.0010577809212593,1.000508415438036,1.005149233132015,1.0268654326072466,1.0019737774860518,1.0003320239975075,0.9995454886723082,1.00125062515627,0.9914207910744416,0.9964941790320032
2016-01-08,1.0237958586550184,1.0019280434125466,1.0004066672941891,0.9639697076549396,1.030168063187351,1.0019737774860518,0.9949055093024242,0.9870629900871405,1.0015009378125592,0.987913602415659,0.9967731974021324
2016-01-11,1.008519337787651,1.0010995818224937,0.9994860375970908,0.962839552873942,1.0585732195193285,1.0019737774860518,0.9986948539967634,0.9966842855522183,1.002252251312993,0.9868318101550714,0.9987297695828468
2016-01-12,1.008519337787651,0.9941308087938278,1.0009073670507296,0.9472000380329578,1.0572129509437045,1.0019737774860518,0.9995743465288432,0.9974204352725632,1.0053363110273088,0.9869798349265948,1.0008711408364686
2016-01-13,1.008519337787651,0.9919459657438596,1.00369936375736,0.95120601501903,1.067662080608569,1.0019737774860518,1.0020382495875926,0.9996164807238156,1.0083980789530662,0.9901646754201476,1.003007219246301
2016-01-15,1.008519337787651,0.9939034313110204,1.002607768438726,0.9545480500397456,1.066383577893857,1.0019737774860518,0.9977069274441552,0.9925504321968945,1.0033697992959223,0.9904654843045017,1.0039467323563271
2016-01-18,0.9985842485189348,0.999808019571366,1.002660174109759,0.9435932853652343,1.0951197818723235,1.0019737774860518,1.0036975409183475,0.9935035855558205,1.0061497109424933,0.9896539752968336,1.004543508602132
2016-01-19,0.9985842485189348,0.9995614887192452,1.0041756708902485,0.949928141329065,1.090082393532681,1.0019737774860518,1.0103697668942069,0.9938215067031985,1.0051115370756842,0.9867755112616222,1.0022317325687913
2016-01-20,0.9985842485189348,0.9936014048276064,1.003737250052498,0.9557566569954478,1.0847855277803242,0.9951633508793912,1.012561512534183,0.9941395295853436,1.004576356062464,0.9862971671359564,1.0017680162828864
2016-01-21,0.9927229122743838,0.9891886396588164,1.0052843332070585,0.9432547506749294,1.0847855277803242,0.9951633508793912,1.0076932423864744,0.994457654234811,1.0008849599414644,0.9854451611997948,0.9978052671313052
2016-01-22,0.996149907188413,0.9953334748434988,1.0063521116756515,0.9320220239779522,1.0892604660401402,1.0059356242645243,1.0118942113416578,0.9966212252237541,1.00552495153398,0.9883746416521983,0.9960628145902432
2016-01-25,0.996149907188413,0.9961742017028627,1.0063053465778922,0.943481963783276,1.0905473949099602,1.0059356242645243,1.013164797746914,0.9961448653392245,1.0058850789918878,0.9837926480986096,0.9967304966510572
2016-01-26,0.996149907188413,0.9992489568148032,1.0072695535056235,0.9452026780498564,1.0905473949099602,0.9896109972752808,1.0142507930262676,0.9960532824211427,1.000609803304766,0.9839402169958246,0.9955215505300684
2016-01-27,0.996149907188413,1.0035484465366422,1.0084834368664868,0.9041418773778398,1.059342678045366,0.9896109972752808,1.0182037829892447,0.9988364267163808,1.0008599557555922,0.984087808028374,0.997666037072412
2016-01-28,0.996149907188413,1.0015343833307906,1.008401066722464,0.886731757205097,1.0442892746056924,0.9896109972752808,1.0173102841759538,0.9979326690376595,1.0038468509785408,0.9842354211995784,0.998689303941409
2016-01-29,0.996149907188413,1.0013908982565154,1.008471839913483,0.8853914145428199,1.0442892746056924,0.9896109972752808,1.0139965056806577,0.9955733178057133,1.0009947830616914,0.9843830565127584,0.9997120371902856
